lt_no,yr,title,lt
21796,2011,"[<h3>SEC OBTAINS JUDGMENTS AGAINST ENZYME ENVIRONMENTAL SOLUTIONS, INC. AND ITS OFFICER JARED E. HOCHSTEDLER</h3>]","[The Securities and Exchange Commission announced today that, on December 17, 2010, the Honorable Gregory A. Presnell of the United States District Court for the Middle District of Florida entered Final Judgments against Enzyme Environmental Solutions, Inc. (EESO) and its sole director and officer, Jared E. Hochstedler.  The Commission’s complaint alleged that the defendants engaged in a scheme to evade the registration requirements of Section 5 of the Securities Act of 1933.  The complaint further alleged that, under the guise of converting debt obligations into shares, EESO and Hochstedler distributed over two billion shares of EESO stock to the public through stock distributors in unregistered transactions.  The defendants consented to entry of the Final Judgments without admitting or denying the allegations in the complaint., The Final Judgments permanently enjoin EESO and Hochstedler from violating Sections 5(a) and (c) of the Securities Act and require them to pay disgorgement, prejudgment interest and, in the case of EESO, civil penalties.  EESO consented to an entry of a judgment ordering it to disgorge $346,135 plus prejudgment interest and to pay a civil penalty of $25,000.  Hochstedler consented to the entry of a judgment ordering him to disgorge $1,445,000 plus prejudgment interest and, based upon his financial condition, waiving all but $385,000, $65,000 of which will be paid within 30 days of the entry of judgment and the balance within 24 months of the entry of judgment.  With this settlement, the action is fully resolved as to all defendants., For additional information, see Litigation Release Nos. <a href=/litigation/litreleases/2009/lr21231.htm>21231</a> (September 30, 2009), <a href=/litigation/litreleases/2009/lr21224.htm>21224</a> (September 28, 2009) and <a href=/litigation/litreleases/2010/lr21632.htm>21632</a> (August 25, 2010).,  ,  , <i>http://www.sec.gov/litigation/litreleases/2011/lr21796.htm</i><br/><!-- BEGIN FOOTER -->]"
21797,2011,[<h3>SEC CHARGES FORMER OFFICERS OF STERLING FINANCIAL CORP. SUBSIDIARY FOR CONDUCTING FINANCIAL FRAUD</h3>],"[The Securities and Exchange Commission announced that, on January 6, 2011, it filed a civil action in the United States District Court for the Eastern District of Pennsylvania against Joseph M. Braas, of Lititz, Pennsylvania, and Michael J. Schlager, of Lancaster, Pennsylvania.  The Commission’s complaint alleges that Braas and Schlager, two senior officers at Equipment Finance, LLC (“EFI”), formerly a commercial lender to the soft pulp logging industry and wholly-owned subsidiary of Sterling Financial Corp. (“Sterling”), conducted a financial fraud that lasted over five years.  Sterling was a publicly traded bank holding company based in Lancaster, Pennsylvania.  Without admitting or denying the Commission’s allegations, Braas and Schlager have agreed to settle the matter.  The settlements are pending final approval by the court., The Commission’s complaint alleges that, from at least February 2002 until April 2007, Braas, EFI’s Vice President and Chief Operating Officer, and Schlager, EFI’s Executive Vice President, orchestrated a pervasive and wide-ranging scheme using fraudulent underwriting and reporting practices to hide mounting losses and defaults within EFI’s commercial loan portfolio from Sterling’s senior management and auditors., The Commission further alleges that Braas and Schlager were able to subvert virtually every aspect of EFI’s loan process and internal controls.  They created fictitious loans for the purpose of making monthly payments on delinquent loans, altered loan documents to hide delinquent and fictitious loans, granted excessive deferrals and resets of delinquent loans to make them appear current, reassigned loan payments to unrelated accounts to fund payments on delinquent loans, and used aliases for borrowers to circumvent EFI’s maximum lending limitations.  They also deceived Sterling’s internal and independent auditors through fraudulent accounting entries, false collateral descriptions and appraisals, fabricated UCC filings, and by recruiting vendors to assist in the circumvention of loan confirmation procedures., As alleged in the complaint, Braas and Schlager caused EFI to report false financial information to Sterling which, in turn, from 2002 through 2006, filed quarterly and annual reports with the Commission containing materially false and misleading financial statements.  As a result of the fraud, Sterling ultimately charged off $281 million of EFI finance receivables, which represented a large majority of EFI’s loan portfolio, and approximately 13 percent of Sterling’s total loan portfolio during the period of the fraud., Braas and Schlager have consented to the entry of orders permanently enjoining them from violating Section 17(a) of the Securities Act of 1933; Sections 10(b) and 13(b)(5) of the Securities Exchange Act of 1934 (“Exchange Act”) and Rules 10b-5 and 13b2-1 thereunder; and aiding  and abetting violations of Sections 13(a), 13(b)(2)(A) and 13(b)(2)(B) of the Exchange Act, and Rules 12b-20, 13a-1 and 13a-13 thereunder.  The orders will bar Braas and Schlager from serving as officers or directors of a public reporting company.  Braas will also be ordered to pay disgorgement and prejudgment interest of $1,489,024, and Schlager ordered to pay disgorgement and prejudgment interest of $1,121,302.  In view of each defendant’s agreement to pay restitution in conjunction with his guilty plea in a related criminal case filed by the U.S. Attorney’s Office for the Eastern District of Pennsylvania [USA v. Braas, et al., Crim. No. 10-cr-00753-PD (E.D. Pa. Nov. 18, 2010)], the ordered amounts shall be deemed satisfied upon the entry of a restitution order in the criminal case that is equal to or greater than the amounts ordered in the Commission’s case., The Commission acknowledges the assistance and cooperation of the U.S. Attorney’s Office for the Eastern District of Pennsylvania and the Federal Bureau of Investigation.,  ,  , <i>http://www.sec.gov/litigation/litreleases/2011/lr21798.htm</i><br/><!-- BEGIN FOOTER -->]"
21798,2011,[<h3>SEC CHARGES INVESTMENT FIRM WITH ILLEGALLY DUMPING BILLIONS OF PENNY STOCK SHARES</h3>],"[The Securities and Exchange Commission today charged Gendarme Capital Corporation (“Gendarme”) and its two executives with engaging in an illegal stock distribution scheme.  , The SEC alleges that Gendarme repeatedly acquired deeply discounted shares from penny stock issuers under the pretense of a long-term investment and then dumped the shares into the market, essentially effecting public stock distributions without complying with the disclosure requirements of the federal securities laws.  Through its two principals – CEO Ezat Rahimi of Elk Grove, Calif., and vice president Ian Lamphere of Lawrenceville, Vt. – Gendarme sold more than 15 billion shares of at least a dozen companies, netting illicit profits of more than $1.6 million.  , According to the SEC’s complaint, filed today in federal district court in Sacramento, Gendarme began entering into agreements with penny stock issuers in early 2008.  The agreements gave Gendarme the right to purchase stock at 30 to 50 percent discounts to the market price.  The SEC alleges that, in an effort to avoid the registration and disclosure obligations of the federal securities laws, Gendarme falsely represented to issuers that it was purchasing shares for “investment purposes only.”  Contrary to those representations, Gendarme quickly dumped most of these shares on the public markets, profiting by more than $1.6 million from its unregistered stock distributions.  , The SEC also alleges that Gendarme’s outside attorney — Cassandra Armento of Greenwich, N.Y. — violated the securities laws by issuing more than 50 false legal opinion letters in support of Gendarme’s activities.  Armento repeatedly informed stock transfer agents that Gendarme was not an “underwriter” and thus had no intent to sell the stock.  Thus, shares could be obtained by Gendarme without trading restrictions.  However, the SEC alleges Armento made no inquiry into whether Gendarme intended to resell the stock, and was aware of information showing that it was likely that Gendarme was dumping the stock into the market. , In its federal court action, the SEC alleges Gendarme, Rahimi, Lamphere, and Armento violated Sections 5(a) and (c) of the Securities Act of 1933.  Against Gendarme, Rahimi, and Lamphere, the SEC seeks injunctive relief, disgorgement of ill-gotten gains, monetary penalties, and an order barring them from participating in an offering of penny stock.   The SEC seeks injunctive relief and monetary penalties against Armento.,  ,  , <i>http://www.sec.gov/litigation/litreleases/2011/lr21798.htm</i><br/><!-- BEGIN FOOTER -->]"
21799,2011,[<h3>COURT ENTERS FINAL JUDGMENT AGAINST INSIDER TRADING DEFENDANT MITCHELL L. SACKS</h3>],"[The Securities and Exchange Commission today announced that on January 3, 2011, Judge Susan D. Wigenton entered a final judgment against defendant Mitchell L. Sacks (Sacks), enjoining him from further violations of Section 10(b) of the Securities Exchange Act of 1934 and Rule 10b-5 thereunder. The judgment also ordered Sacks to disgorge $115,155 plus $85,919.62 in prejudgment interest and to pay a civil penalty of $115,155. Sacks consented to entry of this judgment without admitting or denying the allegations in the Commissions complaint., The SECs complaint, filed on April 22, 2004, charged Sacks with insider trading in the securities of C-Cube Microsystems, Inc. (C-Cube). Specifically, the complaint alleges that defendant Alfred S. Teo, Sr. (Teo), a former director of Cirrus Logic, Inc., which had been negotiating to take over C-Cube, misappropriated material, non-public information about the contemplated acquisition of C-Cube and subsequently tipped Sacks about the potential deal. The complaint further alleges that Sacks purchased C-Cube shares prior to the March 26, 2001 public announcement of C-Cubes acquisition by another company and that Sacks shortly thereafter sold those shares at a profit of $115,155. In addition to insider trading in C-Cube by Teo and Sacks, the complaint also alleges: (i) insider trading in the stock of Musicland Stores Corporation based on material, non-public information Teo provided to several other defendants regarding Musiclands acquisition by Best Buy Corporation in December 2000; and (ii) the filing of false and misleading Schedules 13D and other filings regarding the Musicland holdings of Teo and the MAAA Trust, a trust for Teos children., Between 2004 and 2007, the Court entered consent judgments against the tippee defendants charged with insider trading in Musicland stock, and in 2010, entered a consent judgment against Teo with respect to his charged insider trading in Musicland and C-Cube stock. The Commissions action against Teo and the MAAA Trust based on the false filing charges continues. ,  , <i>http://www.sec.gov/litigation/litreleases/2011/lr21799.htm</i><br/><!-- BEGIN FOOTER -->]"
21800,2011,"[<h3>SEC Charges Stanley J. Kowalewski and SJK Investment Management, LLC with Securities Fraud and Court Orders Entry of Temporary Restraining Order</h3>]","[On January 6, 2011, the Securities and Exchange Commission filed a civil injunctive action in U.S. District Court for the Northern District of Georgia, charging Stanley J. Kowalewski (Kowalewski) and SJK Investment Management, LLC (SJK), a registered investment adviser, with violations of the federal securities laws for defrauding investors in two hedge funds managed by SJK., The Commissions Complaint alleges that, beginning in the summer of 2009, SJK and Kowalewski, the firms CEO, raised a total of $65 million for two hedge funds, the SJK Absolute Return Fund, LLC, and the SJK Absolute Return Fund, Ltd. (collectively, the Absolute Return Funds) and represented to investors that: (1) substantially all of the monies invested in the Absolute Return Funds would be invested in unaffiliated underlying hedge funds pursuing complex investment strategies, (2) no single underlying fund would be allocated more than 15% of the Absolute Return Funds monies, and (3) as compensation for its services, SJK would receive no more than a 1% annual asset management fee and a 10% profits incentive fee. Contrary to these representations, Kowalewski and SJK formed a new, undisclosed fund, the Special Opportunities Fund, LP (the Special Opportunities Fund), which they used to divert to themselves millions of dollars through various self-dealing transactions, including having the Special Opportunities Fund: (1) buy Kowalewskis personal home for $2.8 million, almost $1 million more than its 2006 purchase price, (2) purchase a vacation home for Kowalewski for $3.9 million, (3) pay approximately $1 million of Kowalewski and SJKs personal and business expenses, and (4) pay SJK an unfounded $4 million administration fee, which Kowalewski then paid himself as a salary draw., In its Complaint, the Commission alleges that Kowalewski and SJK violated Section 17(a) of the Securities Act of 1933 (Securities Act), Section 10(b) of the Securities Exchange Act of 1934 (Exchange Act) and Rule 10b-5 thereunder, and Sections 206(1), 206(2) and 206(4) of the Investment Advisers Act (Advisers Act) and Rule 206(4)-8 thereunder., On January 6, 2011, the Honorable Timothy C. Batten, Sr., United States District Judge for the Northern District of Georgia, entered an order temporarily restraining the defendants from violations of the federal securities laws identified above, instituting an asset freeze, and ordering other relief.,  , <i>http://www.sec.gov/litigation/litreleases/2011/lr21800.htm</i><br/><!-- BEGIN FOOTER -->]"
21802,2011,"[<h3>SEC Charges New York Hedge Fund Manager, Wall Street Professionals and Corporate Insiders in an Action Related to the Galleon Investigation</h3>]","[On January 10, 2011, the Securities and Exchange Commission filed a civil injunctive action in the United States District Court for the Southern District of New York alleging that Robert Feinblatt – a co-founder and principal of New York-based hedge fund investment adviser Trivium Capital Management LLC – and Trivium analyst Jeffrey Yokuty engaged in insider trading in the securities of Polycom, Hilton, Google and Kronos.  The complaint charges Trivium with insider trading as well.  The SEC further alleges that Polycom senior executive Sunil Bhalla and Shammara Hussain, an employee at investor relations consulting firm Market Street Partners that did work for Google, tipped the inside information that enabled the insider trading by Feinblatt and Yokuty on behalf of Trivium’s hedge funds for illicit profits of more than $15 million.  The complaint filed today relates to pending enforcement actions, <i>SEC v. Galleon Management, LP, et al.</i>, 09-CV-8811 (S.D.N.Y.) (JSR) and <i>SEC v. Hardin, </i>10-CV-8600 (S.D.N.Y.) (JSR)., The SEC has now charged 27 defendants in its <i>Galleon</i>-related enforcement actions that have alleged widespread and repeated insider trading at numerous hedge funds including Galleon – a multi-billion dollar New York hedge fund complex founded and controlled by Raj Rajaratnam – and by other professional traders and corporate insiders in the securities of 14 companies generating illicit profits totaling approximately $69 million.  , In the SEC’s complaint filed earlier today in federal court in Manhattan, the SEC alleges that Feinblatt and Yokuty traded on behalf of Trivium in connection with two corporate takeovers and two quarterly earnings announcements based on material nonpublic information that Feinblatt and Yokuty allegedly received from Roomy Khan, an individual investor who had, herself, received such information from various sources., The SEC’s complaint alleges that Bhalla tipped Khan to inside information about Polycom’s 2005 fourth quarter earnings, and that Khan traded on that information and tipped others.  The tippees included Feinblatt and Yokuty, who traded on behalf of Trivium based on the information.  Bhalla also tipped Khan with inside information about Polycom’s 2006 first quarter earnings.  Khan traded on the information and tipped Rajaratnam, who traded on behalf of Galleon based on the information.  The SEC also alleges that Khan traded on and tipped Feinblatt and Yokuty among others with inside information that Khan received from a Moody’s rating agency analyst about an impending takeover of Hilton by The Blackstone Group.  Feinblatt and Yokuty then traded on behalf of Trivium based on the information.  , The SEC further alleges that Hussain tipped Khan among others with inside information about Google’s 2007 second quarter earnings.  Khan traded on the information and also tipped Feinblatt and Yokuty, who traded on behalf of Trivium based on the information.  The SEC also alleges that Khan traded on and tipped Feinblatt and Yokuty among others with inside information that she received about the impending acquisition of Kronos by Hellman &amp; Friedman.  Feinblatt and Yokuty then traded on behalf of Trivium based on the information., The SEC’s complaint charges the defendants with violations of Section 10(b) of the Securities Exchange Act of 1934 and Rule 10b-5 thereunder, and, except for Bhalla, with violations of Section 17(a) of the Securities Act of 1933.  The complaint seeks a final judgment permanently enjoining the defendants from future violations of the above provisions of the federal securities laws, ordering them to disgorge their ill-gotten gains plus prejudgment interest, and ordering them to pay financial penalties.  The complaint also seeks to permanently prohibit Bhalla from acting as an officer or director of any registered public company.  , In addition, since the <i>Galleon</i>-related cases were filed, the SEC has:, For further information, see Litigation Release Nos. <a href=/litigation/litreleases/2009/lr21255.htm>21255</a> (October 16, 2009), <a href=/litigation/litreleases/2009/lr21284.htm>21284</a> (November 5, 2009), <a href=/litigation/litreleases/2010/lr21397.htm>21397</a> (January 29, 2010), <a href=/litigation/litreleases/2010/lr21493.htm>21493</a> (April 20, 2010), <a href=/litigation/litreleases/2010/lr21526.htm>21526</a> (May 17, 2010), <a href=/litigation/litreleases/2010/lr21732.htm>21732</a> (November 8, 2010), and <a href=/litigation/litreleases/2010/lr21740.htm>21740</a> (November 15, 2010).,  ,  , <i>http://www.sec.gov/litigation/litreleases/2011/lr21802.htm</i><br/><!-- BEGIN FOOTER -->]"
21803,2011,[<h3>SEC OBTAINS JUDGMENT AGAINST FLORIDA STOCKBROKER STEPHEN FAYETTE</h3>],"[The Securities and Exchange Commission announced today that on December 30, 2010, the United States District Court for the Northern District of Texas entered a Final Judgment against Stephen Fayette (Fayette), of Sarasota, Florida. The Commissions complaint alleged that Fayette was part of a scheme to pump and dump the stock of ConnectAJet.com, Inc. According to the complaint, ConnectAJet.com, Inc., of Austin, Texas, issued 30 million shares of stock in an illegal, unregistered offering to certain penny stock promoters. To pump up demand for the stock, ConnectAJet.com, Inc. and its chief executive, attorney Martin T. Cantu, launched a nationwide advertising campaign including false press releases. The complaint alleged that Fayette, a registered representative at Fagenson &amp; Co., Inc. facilitated the scheme by liquidating ConnectAJet.com, Inc. shares on behalf of multiple customers, including the penny stock promoters. According to the complaint, Fayette ignored numerous red flags and failed to make a reasonable inquiry under the circumstances to ensure that his customers were not acting as underwriters., The Final Judgment permanently enjoins Fayette from violating Sections 5(a) and (c) of the Securities Act of 1933 and requires him to pay disgorgement, prejudgment interest and civil penalties totaling $313,257. Fayette consented to the entry of the judgment, which also bars him from participating in any penny stock offerings. Fayette, who previously worked for registered broker dealers GLB Trading, Inc. and Franklin Ross, Inc., also consented to an order barring him from association with any broker or dealer., Previously, the Court entered Final Judgments against Martin T. Cantu, his father Martin M. Cantu, one of the promoters, Verona Funds LLC, and relief defendant Edward Spahiu. Cantu and Martin M. Cantu were held jointly and severally liable for $632,327 in disgorgement. In addition, they were ordered to pay $260,000 and $130,000 respectively in civil penalties. The Commissions case against the remaining defendants is pending. The Commission acknowledges the assistance of the Financial Industry Regulatory Authority (FINRA) in this matter., For additional information, see Litigation Release No. <a href=/litigation/litreleases/2009/lr21220.htm>21220</a> (September 23, 2009).,  , <i>http://www.sec.gov/litigation/litreleases/2011/lr21803.htm</i><br/><!-- BEGIN FOOTER -->]"
21804,2011,"[<h3>SEC Charges Michael R. Drogin, CPA With Fraud and Violating 2003 SEC Order Barring Him from Appearing or Practicing Before SEC; Relief Sought Includes Injunction, Civil Penalty and Disgorgement</h3>]","[The U.S. Securities &amp; Exchange Commission announced today that it has filed a settled enforcement action against Michael R. Drogin, a certified public accountant licensed in New York and New Jersey.  The Commission’s complaint charges that, between 2005 and 2008, while he was a partner with the accounting firm Liebman Goldberg &amp; Drogin, LLP in Garden City, New York, Drogin performed audit, review, and other accounting work for three companies in violation of a Commission order issued on May 6, 2003.  That order barred Drogin from appearing or practicing before the Commission as an accountant based on his failure to exercise due professional care in his audit of the financial statements of a small telecommunication company.  <i>In the Matter of Michael R. Drogin, CPA,</i> Admin. Proc. No. 3-10762 (May 6, 2003).  , The Commission’s complaint alleges that Drogin began violating the 2003 Order as early as the fall of 2005, when he participated in auditing the financial statements of a small company that then filed a registration statement with the Commission to become a public company.  The financial statements, and the firm’s audit report, were included in the registration statement and subsequent amendments.  Thereafter, Drogin violated the 2003 Order by:, In addition to performing audit and review work, Drogin also violated the 2003 Order by assisting two of the companies in responding to comments from the staff of the Commission’s Division of Corporation Finance on the registration statements described above.  , The Commission’s complaint also alleges that Drogin issued audit reports in 2008 for the three companies without having completed the audits.  The audit reports issued by Drogin falsely stated that an audit had been performed in accordance with applicable auditing standards and provided a reasonable basis for an unqualified report.  The complaint alleges that Drogin knew the companies would include the fraudulent audit reports in annual reports and a registration statement filed with the Commission., The complaint charges Drogin with violating the antifraud provisions of the federal securities laws by issuing the fraudulent audit reports, and with aiding and abetting violations of the reporting requirements of the securities laws.  The complaint also charges Drogin with violating the 2003 Order by repeatedly engaging in conduct between the fall of 2005 and 2008 that constituted appearing and practicing before the Commission as an accountant.  , Without admitting or denying the allegations in the complaint, Drogin has consented to the entry of a final judgment that:  permanently enjoins Drogin from violating, directly or indirectly, Section 17(a) of the Securities Act of 1933 (the “Securities Act”), Sections 10(b) and 13(a) of the Securities Exchange Act of 1934 (the “Exchange Act”) and Rules 10b-5, 12b-20 and 13a-1<b> </b>thereunder; restrains and enjoins him from violating the Commission’s 2003 Order, as amended on January 11, 2011 (Release No. 34-63690); and orders him to pay disgorgement and prejudgment interest of $43,612.04, and a civil penalty in the amount of $38,953.17.  The settlement is subject to the court’s approval., In a related proceeding, on January 11, 2011, the Commission entered an Order amending the 2003 Order to remove the time limit on Drogin’s prior suspension.  Drogin consented to the entry of the amended Order without admitting or denying any of the findings., For additional information, see below:,  ,  , <i>http://www.sec.gov/litigation/litreleases/2011/lr21804.htm</i><br/><!-- BEGIN FOOTER -->]"
21805,2011,[<h3>SEC CHARGES KIMON DAIFOTIS AND RANDALL MERK FOR DEFRAUDING INVESTORS IN THE SCHWAB YIELDPLUS FUND</h3>],"[The Securities and Exchange Commission today charged Kimon Daifotis and Randall Merk with fraud and other securities law violations in a complaint filed in the U.S. District Court for the Northern District of California.  Daifotis is the former lead portfolio manager for the Schwab YieldPlus Fund and was the Chief Investment Officer for Fixed Income for Charles Schwab Investment Management (CSIM).  Randall Merk is an Executive Vice President at Charles Schwab &amp; Co., Inc. (CS&amp;Co.), and formerly was President of CSIM and a trustee of the YieldPlus and other Schwab funds., In its complaint, the Commission alleges that Daifotis and Merk committed fraud and other securities law violations in connection with the offer, sale, and management of the YieldPlus Fund.  YieldPlus is an ultra-short bond fund that, at its peak in 2007, had $13.5 billion in assets and over 200,000 accounts, making it the largest ultra-short bond fund in the category.  The fund suffered a significant decline during the credit crisis of 2007-2008 and saw its assets fall from $13.5 billion to $1.8 billion during an eight-month period due to redemptions and declining asset values., According to the complaint, Merk and Daifotis misled investors about the risks of investing in the YieldPlus Fund.  For example, they described the fund as a cash equivalent or alternative that had only slightly higher risk than a money market fund in marketing and other communications.  The statements were misleading because the fund was riskier than money market funds, and Merk and Daifotis failed to inform investors adequately about the differences between YieldPlus and money market funds.  For example, the maturity and credit quality of the YieldPlus Fund’s securities were significantly different than those of a money market fund., The complaint further alleges that, in mid-2007, the YieldPlus Fund’s NAV began to decline and many investors redeemed their holdings.  Unlike a money market fund, few of the fund’s assets were scheduled to mature within the next several months.  As a result, the fund had to sell assets in a depressed market to raise cash.  While the YieldPlus Fund’s NAV declined, Merk, and Daifotis held conference calls, issued written materials, and had other communications with investors that contained a number of material misstatements and omissions concerning the fund.  For example, in two conference calls, Daifotis made false and misleading statements that the fund’s was experiencing “very, very, very slight” and “minimal” investor redemptions.  In fact, Daifotis knew or was reckless in not knowing that YieldPlus had experienced more than $1.2 billion in redemptions during the two weeks prior to the calls, which caused YieldPlus to sell over $2.1 billion of its securities.  Similarly, Merk authored, reviewed and approved misleading statements about the fund, such as a false claim that the fund had a “short maturity structure” that “mitigated much of the price erosion” experienced by its peers. , The complaint also charges Daifotis with aiding and abetting the YieldPlus Fund’s deviation from its concentration policy by directing the Fund’s investment of more than 25% of fund assets in private-issuer mortgage-backed securities (MBS).  Mutual funds and other registered investment companies are required to state certain investment policies in their SEC filings, including a policy regarding concentration of investments.  Once established, a fund may not deviate from its concentration policy without shareholder approval.  Schwab’s bond funds, including the YieldPlus Fund and the Total Bond Market Fund, had a policy of not concentrating more than 25% of assets in any one industry, including private-issuer MBS.  The complaint alleges that the funds violated this policy, and the Investment Company Act, when Daifotis directed the investment of approximately 50% of the assets of the YieldPlus Fund and more than 25% of the Total Bond Fund’s assets in private-issuer MBS without obtaining shareholder approval., The complaint also charges Merk with aiding and abetting violations of anti-fraud provisions of the Investment Advisers Act.  The complaint alleges that Merk approved other Schwab funds’ redemptions of their investments in YieldPlus at a time when Merk knew or was reckless in not knowing that a portfolio manager for those funds had received material, nonpublic information about the YieldPlus Fund without the authorization of the YieldPlus Fund’s board of trustees., In its complaint, the SEC alleges that:, In a related proceeding, the SEC issued a settled administrative order, and filed a settled district court complaint, against CSIM, CS&amp;Co. and Schwab Investments., See Also:,  ,  , <i>http://www.sec.gov/litigation/litreleases/2011/lr21805.htm</i><br/><!-- BEGIN FOOTER -->]"
21806,2011,[<h3>SEC CHARGES SCHWAB ENTITIES WITH MAKING MISLEADING STATEMENTS</h3>],"[The Securities and Exchange Commission today charged Charles Schwab Investment Management (CSIM) and Charles Schwab &amp; Co., Inc. (CS&amp;Co.) with making misleading statements regarding the Schwab YieldPlus Fund and failing to establish, maintain and enforce policies and procedures to prevent the misuse of material, nonpublic information.  The SEC also charged CSIM and Schwab Investments with deviating from the YieldPlus fund’s concentration policy without obtaining the required shareholder approval., CSIM and CS&amp;Co. agreed to pay more than $118 million to settle the SEC’s charges.  , The YieldPlus Fund is an ultra-short bond fund that, at its peak in 2007, had $13.5 billion in assets and over 200,000 accounts, making it the largest ultra-short bond fund in the category.  The fund suffered a significant decline during the credit crisis of 2007-2008 and saw its assets fall from $13.5 billion to $1.8 billion during an eight-month period due to redemptions and declining asset values., According to the complaint filed in federal court in San Francisco and a related order issued by the Commission, CSIM and CS&amp;Co. failed to inform investors adequately about the risks of investing in the YieldPlus Fund.  For example, they described the fund as a cash alternative that had only slightly higher risk than a money market fund.  The statements were misleading because the fund was more than slightly riskier than money market funds, and the Schwab entities did not adequately inform investors about the differences between YieldPlus and money market funds.  In particular, the maturity and credit quality of the YieldPlus Fund’s securities were significantly different than those of a money market fund.  , The SEC also found that the YieldPlus Fund deviated from its concentration policy when it invested more than 25 percent of fund assets in private-issuer mortgage-backed securities (MBS).  Mutual funds and other registered investment companies are required to state certain investment policies in their SEC filings, including a policy regarding concentration of investments.  Once established, a fund may not deviate from its concentration policy without shareholder approval.  Schwab’s bond funds, including the YieldPlus Fund and the Total Bond Market Fund, had a policy of not concentrating more than 25% of assets in any one industry, including private-issuer MBS.  The funds violated this policy, and the Investment Company Act, by investing approximately 50% of the assets of the YieldPlus Fund and more than 25% of the Total Bond Fund’s assets in private-issuer MBS without obtaining shareholder approval., According to the complaint and the related order, the YieldPlus Fund’s NAV began to decline and many investors redeemed their holdings as the credit crisis unfolded in mid-2007.  Unlike a money market fund, few of the fund’s assets were scheduled to mature within the next several months.  As a result, the fund had to sell assets in a depressed market to raise cash.  While the YieldPlus Fund’s NAV declined, CSIM and CS&amp;Co. held conference calls, issued written materials, and had other communications with investors that contained a number of material misstatements and omissions concerning the fund.  , The Commission also found that CSIM and CS&amp;Co. did not have policies and procedures reasonably designed, given the nature of their businesses, to prevent the misuse of material, nonpublic information about the fund.  For example, they did not have specific policies and procedures governing redemptions by portfolio managers who advised Schwab funds of funds, and did not have appropriate information barriers concerning nonpublic and potentially material information about the fund.  As a result, several Schwab-related funds and individuals were free to redeem their own investments in YieldPlus during the fund’s decline.  , Without admitting or denying the allegations in the Commission’s complaints, CSIM and CS&amp;Co. agreed to pay a total of $118,944,996, including $52,327,149 in disgorgement of fees by CSIM, a $52,327,149 penalty against CSIM, a $5,000,000 penalty against CS&amp;Co., and pre-judgment interest of $9,290,698.  CSIM’s disgorgement may be deemed satisfied, up to a maximum of $26,944,996, for payments made within the next 60 days to settle related investigations by FINRA or state securities regulators.  The Commission seeks to have payments placed in a Fair Fund for distribution to harmed investors, and the related recoveries by other regulators, such as FINRA, may be contributed to the Fair Fund.  The payments and any Fair Fund are subject to approval by the United States District Court for the Northern District of California., The Commission today also instituted related cease-and-desist proceedings against CSIM, CS&amp;Co. and Schwab Investments for the same conduct.  In connection with these proceedings, CSIM, CS&amp;Co. and Schwab Investments consented to a Commission order requiring them to cease and desist from committing or causing future violations of the federal securities laws.  The Commission order also requires them to comply with certain undertakings, including correction of all disclosures regarding the funds’ concentration policy.  In addition, the Commission censured CSIM and CS&amp;Co., and required them to retain an independent consultant to review and make recommendations about their policies and procedures to prevent the misuse of material, nonpublic information.  , In its complaint, the Commission alleges and, in its related order, found that:, The Commission acknowledges the assistance of FINRA.,  ,  , <i>http://www.sec.gov/litigation/litreleases/2011/lr21806.htm</i><br/><!-- BEGIN FOOTER -->]"
