lt_no,yr,title,lt
23715,2017,SEC Charges Two Brokers With Defrauding Customers,"[On January 9, 2017, the Securities and Exchange Commission charged two New York-based brokers with fraudulently using an in-and-out trading strategy that was unsuitable for customers in order to generate hefty commissions for themselves., The SECs complaint alleges that Gregory T. Dean and Donald J. Fowler did no reasonable diligence to determine whether their investment strategy involving frequent buying and selling of securities could deliver even a minimal profit for their customers.  Their strategy, which generally involved selling the securities within a week or two of purchase and charging customers a commission for each transaction, allegedly resulted in substantial losses for 27 customers., The SECs complaint, filed in federal court in Manhattan, charges Dean and Fowler with violations of Section 17(a) of the Securities Act of 1933, Section 10(b) of the Securities Exchange Act of 1934 and Rule 10b-5., The SECs investigation was conducted by Kristin M. Pauley, David Stoelting, Barry OConnell, Nathaniel I. Kolodny, Michael P. Fioribello, Leslie Kazon, and Thomas P. Smith Jr. in the New York office.  The litigation will be led by Mr. Stoelting and Ms. Pauley.  The case is being supervised by Sanjay Wadhwa.  The examination that led to the investigation was conducted by Jennifer A. Grumbrecht, Jeffrey Berfond, Glen Riddle, and Margaret Lett., <img alt= border=0 height=9 src=/images/arrowright_dkblue.gif width=10/><a href=/litigation/complaints/2017/comp-pr2017-2.pdf>SEC Complaint</a>,  , <i>http://www.sec.gov/litigation/litreleases/2017/lr23715.htm</i><br/>]"
23716,2017,SEC Obtains Final Judgment Against Douglas Furth,"[On December 22, 2016, the Honorable Leonard D. Wexler, U.S. District Court Judge for the Eastern District of New York, entered a final judgment against defendant Douglas Furth.  The final judgment permanently enjoins Furth from future violations of Sections 17(a) of the Securities Act of 1933 and Sections 9(a)(1) and 10(b) of the Securities Exchange Act of 1934 and Rule 10b-5 thereunder, orders Furth to pay disgorgement of $56,000, which is deemed satisfied by the forfeiture order entered against him in a parallel criminal action, and imposes a penny stock bar on Furth., The SECs complaint, filed on December 12, 2014, alleged that, from at least September to December 2010, Furth engaged in a fraudulent broker bribery scheme designed to manipulate the market for the common stock of SearchPath HCS, Inc. through matched trades.  The complaint further alleged that Furth engaged in an undisclosed kickback arrangement with an individual who claimed to represent a group of registered representatives with trading discretion over the accounts of wealthy customers., The SEC acknowledges the assistance of the U.S. Attorneys Office for the Eastern District of New York and the Federal Bureau of Investigation in this matter., For further information, please see Litigation Release No. <a href=https://www.sec.gov/litigation/litreleases/2014/lr23157.htm>23157</a> (December 15, 2014).,  , <i>http://www.sec.gov/litigation/litreleases/2017/lr23716.htm</i><br/>]"
23717,2017,U.S. District Court,"[The United States Securities and Exchange Commission announces that on January 10, 2017, Honorable Lewis A. Kaplan, United States District Court for the Southern District of New York, entered judgments, on the consents of Gregory W. Gray, Jr., Archipel Capital LLC, and BIM Management LP, permanently enjoining them from violating the antifraud provisions of the federal securities laws and ordering them to jointly and severally pay $8,034,355.19 in disgorgement with prejudgment interest.  The Commission also announces that on January 9, 2017, the Court approved the Commission and Receivers joint plan of distribution amended to address certain objections., The <a href=/news/pressrelease/2015-43.html>Complaint</a>, filed on February 27, 2015, and <a href=/litigation/litreleases/2015/lr23312.htm>amended</a> on July 19, 2015, alleged that Buffalo, NY resident Gray raised nearly $5.3 million from investors seeking to purchase pre-IPO Twitter shares under the terms of the funds offering documents.  However, Gray did not purchase enough shares before Twitter went public in November 2013, and he only managed to pay investors in the Twitter-related fund by tapping three other unrelated funds.  The majority of money used to make these Ponzi-like payments came from one investor who was told he had bought the entirety of a fund supposedly investing in $5 million worth of stock in Uber Technologies Inc. when Gray in fact had purchased no shares of Uber stock., Without admitting or denying the allegations of the Complaint, Gray, Archipel, and BIM consented to judgments which: (a) permanently enjoin them from violating Section 17(a) of the Securities Act of 1933; Section 10(b) of the Securities and Exchange Act of 1934, and Rule 10b-5 thereunder; and Sections 206(1), 206(2), and 206(4) of the Investment Advisers Act of 1940 and Rule 206(4)-8 thereunder; and (b) order them to jointly and severally pay disgorgement of $7,894,100 with prejudgment interest of $140,255.19, which is deemed satisfied by the $5 million orders of forfeiture and restitution entered against Gray in the parallel criminal action United States v. Gregory W. Gray, Jr. No. 15 Cr. 297 (SHS) (S.D.N.Y).  On December 23, 2015, Gray pled guilty to securities fraud and perjury in the criminal action, and on October 25, 2016, Gray was sentenced to 24 month in prison., Investors may direct their inquiries concerning the joint plan of distribution to the receiver, Lucien A. Morin, II, at (585) 546-2500 and may review his website for investors at http://www.mccmlaw.com/archipel-capital-receiver-info.,  , <i>https://www.sec.gov/litigation/litreleases/2017/lr23717.htm</i><br/>]"
23718,2017,SEC Obtains Final Judgments Against Entities Involved in Massachusetts Investment Advisers $15 Million Fund Fraud,"[On December 23, 2016, the Honorable Nathaniel M. Gorton of the United States District Court for the District of Massachusetts entered final judgments by default against Graduate Leverage, LLC, GL Capital Partners, LLC, GL Investment Services, LLC, Taft Financial Services, LLC, and GL Advisor Solutions, Inc., These entities were controlled and manipulated by Daniel Thibeault, the individual defendant in this SEC enforcement action filed in January 2015, who misappropriated money from an investment fund that he was managing. The entities have all stopped their former business operations. The final judgments against these companies impose permanent injunctions against future violations of certain antifraud provisions of the federal securities laws and order all but one of them to pay disgorgement and interest, jointly and severally, of approximately $17.1 million., In its complaint, filed on January 9, 2015, the SEC alleged that Thibeault, GL Capital Partners, LLC, and the other entity defendants, engaged in securities fraud and fraud by an investment adviser. Specifically, the SEC alleged that GL Capital Partners, LLC and its principal, Thibeault, were the investment advisers to a fund called the GL Beyond Income Fund, and that they misappropriated at least $15 million of the money that belonged to this fund. The GL Beyond Income Funds assets consisted primarily of individual variable rate consumer loans. According to the complaint, Thibeault and other defendants solicited investments in the GL Beyond Income Fund by representing that investors money would be pooled and used to make or purchase consumer loans. These consumer loans would then constitute assets of the GL Beyond Income Fund, and would provide a return to the investors when interest and principal payments were made on the loans. The SEC alleged that beginning in 2013 or earlier, Thibeault and the other defendants engaged in a scheme to create fictitious loans to divert investor money from the GL Beyond Income Fund, and to report these fake loans as assets of the GL Beyond Income Fund. This scheme was designed to conceal the fact that Thibeault and the other defendants had misappropriated millions of dollars from the GL Beyond Income Fund., The final judgments against Graduate Leverage, LLC, GL Capital Partners, LLC, GL Investment Services, LLC and Taft Financial Services, LLC permanently enjoin each of them from violating Section 10(b) of the Securities Exchange Act of 1934 and Rule 10b-5 thereunder, and Section 17(a) of the Securities Act of 1933. In addition, the final judgments against GL Capital Partners, LLC and GL Investment Services, LLC permanently enjoin each of them from violating Sections 206(1) and 206(2) of the Investment Advisers Act of 1940. The final judgments against Graduate Leverage, LLC, GL Capital Partners, LLC, and Taft Financial Services, LLC order each of them to pay, jointly and severally with each other, $17,194,065 in disgorgement and prejudgment interest. The final judgment against GL Advisor Solutions, Inc. orders it to pay $8,929,793 in disgorgement and prejudgment interest. In addition, the final judgments against Graduate Leverage, LLC, GL Capital Partners, LLC, Taft Financial Services, LLC and GL Advisor Solutions, Inc. provide for the payment of the entities frozen assets to the Securities and Exchange Commission for ultimate distribution to the harmed investors of the GL Beyond Income Fund., For further information, see Litigation Release Nos. <a href=https://www.sec.gov/litigation/litreleases/2016/lr23654.htm>23654</a> (Sept. 26, 2016) [Final Judgment Against Thibeault]; <a href=https://www.sec.gov/litigation/litreleases/2016/lr23573.htm>23573</a> (June 20, 2016) [Criminal Sentencing]; <a href=https://www.sec.gov/litigation/litreleases/2016/lr23488.htm>23488</a> (Mar. 11, 2016) [Criminal Plea]; <a href=https://www.sec.gov/litigation/litreleases/2015/lr23207.htm>23207</a> (Feb. 26, 2015) [Criminal Indictment]; <a href=https://www.sec.gov/litigation/litreleases/2015/lr23178.htm>23178</a> (Jan. 22, 2015) [Entry of Asset Freeze]; <a href=https://www.sec.gov/litigation/litreleases/2015/lr23171.htm>23171</a> (Jan. 9, 2015) [Civil Complaint].,  , <i>http://www.sec.gov/litigation/litreleases/2017/lr23718.htm</i><br/>]"
23719,2017,Court Enters Final Judgment Against Microcap Promoter Charged With Illegally Selling Penny Stock Shares,"[On January 11, 2017, the Honorable I. Leo Glasser of the U.S. District Court for the Eastern District of New York entered a final judgment against defendant Gregg R. Mulholland, a microcap promoter charged in an SEC action with illegally selling more than 83 million penny stock shares that he secretly obtained through at least 10 different offshore front companies., The SECs complaint, filed on June 23, 2015, alleged that Mulholland surreptitiously accumulated, through at least ten offshore front companies, at least 84% of the issued and outstanding shares of Vision Plasma Systems Inc.  Once Mulholland effectively controlled the company through this majority ownership, he liquidated his shares for proceeds of at least $21 million.  No registration statement was filed or in effect covering Mulhollands sales and no exemption from registration was available., On May 9, 2016, Mr. Mulholland also pled guilty to money-laundering conspiracy charges in a parallel criminal case and is awaiting sentencing., The judgment permanently enjoins Mulholland from violating, or causing violations of Sections 5(a) and (c) of the Securities Act of 1933 and also imposes conduct-based injunctions.  The judgment also orders Mulholland to pay disgorgement and prejudgment interest of $24,659,355.57, which is to be deemed satisfied by the restitution order expected to be entered against Mulholland at sentencing in the parallel criminal case, conditioned upon the accuracy and completeness of his disclosures concerning his assets in that case., Mulholland also consented to the entry of an SEC order, based on the courts entry of judgment, which imposes industry and penny stock bars., The SEC appreciates the assistance of the U.S. Attorneys Office for the Eastern District of New York, the Federal Bureau of Investigation, the Internal Revenue Service, the Department of Homeland Security, and the Financial Industry Regulatory Authority., See also Litigation Release No. <a href=https://www.sec.gov/litigation/litreleases/2015/lr23293.htm>23293</a> (June 25, 2015).,  , <i>https://www.sec.gov/litigation/litreleases/2017/lr23719.htm</i><br/>]"
23720,2017,SEC Charges Four Unregistered Sales Reps Who Sold Unregistered Oil-and-Gas Offerings,"[The Securities and Exchange Commission announced charges today against four unregistered brokers who raised approximately $9.8 million from more than 200 investors in two unregistered oil-and-gas offerings., The SECs complaint, filed in Dallas federal court, alleges that Robin Charlet, Steven Sparks, Gregory Tuthill and Kirk Porter sold securities on behalf of Texas-based Charles O. Couch and Couch Oil &amp; Gas, Inc.  The SEC alleges that Couch hired Charlet, Sparks, Tuthill and Porter to market the unregistered securities offerings, and to locate and solicit investors, many of whom were not accredited.  The defendants received commissions based upon their total sales.  The SEC alleges that this conduct violated Sections 5(a) and (c) of the Securities Act of 1933 and Section 15(a) of the Securities Exchange Act of 1934., The SEC encourages investors to check the backgrounds of people selling them investments.  A quick search on the <a href=http://www.investor.gov/>SECs investor.gov website</a> would have shown that Charlet, Sparks, Tuthill and Porter are not registered to sell investments., Porter has agreed to settle the SECs charges.  Without admitting or denying the allegations in the complaint, Porter has consented to permanent injunctions and to pay $323,508.91 in disgorgement with prejudgment interest and a $25,000 civil penalty.  The settlement is subject to court approval.  The SEC seeks permanent injunctions, disgorgement with prejudgment interest, and civil penalties against Charlet, Sparks and Tuthill., The SEC <a href=https://www.sec.gov/litigation/litreleases/2014/lr22990.htm>previously charged</a> Couch and Couch Oil with fraud and other violations arising from the same securities offerings.  On May 9, 2016, <a href=https://www.sec.gov/litigation/litreleases/2016/lr23536.htm>the court entered final judgments</a> against Couch and Couch Oil that included permanent injunctions and ordered them to pay more than $7.3 million in monetary relief., This matter was investigated by Tamara F. McCreary, Ty Martinez, Joseph Dugan and Douglas Gordimer, under the supervision of Jonathan P. Scott and David L. Peavler of the Fort Worth office.  Janie L. Frank and Jessica B. Magee will lead the litigation., <img alt= border=0 height=9 src=/images/arrowright_dkblue.gif width=10/><a href=/litigation/complaints/2017/comp23720.pdf>SEC Complaint</a>,  , <i>https://www.sec.gov/litigation/litreleases/2017/lr23720.htm</i><br/>]"
23721,2017,SEC Charges Businessman with Misusing EB-5 Investments,"[The Securities and Exchange Commission today announced fraud charges against an Oakland, Calif.-based businessman accused of misusing money he raised from investors through the EB-5 immigrant investor program intended to create or preserve jobs for U.S. workers., The SEC alleges that Thomas M. Henderson and his company San Francisco Regional Center LLC falsely claimed to foreign investors that their $500,000 investments would help create at least 10 jobs within several distinct EB-5 related businesses he created, including a nursing facility, call centers, and a dairy operation.  This would qualify the investors for a potential path to permanent U.S. residency through the EB-5 program., But according to the SECs complaint, Henderson jeopardized investors residency prospects and combined the $100 million he raised from investors into a general fund from which he allegedly misused at least $9.6 million to purchase his home and personal items and improperly fund several personal business projects such as Bay Area restaurants that were unrelated to the companies he purportedly established to create jobs consistent with EB-5 requirements.  According to the SECs complaint, Henderson also improperly used $7.5 million of investor money to pay overseas marketing agents, and he shuffled millions of dollars among the EB-5 businesses to obscure his fraudulent scheme., The SECs complaint charges violations of the antifraud provisions of the securities laws in Section 10(b) of the Securities Exchange Act of 1934 and Rule 10b-5 thereunder and Section 17(a) of the Securities Act of 1933.  The SEC is seeking a court order appointing a receiver over San Francisco Regional Center and Hendersons other businesses involved in the alleged fraud.  The SECs complaint, filed in U.S. District Court for the Northern District of California, seeks preliminary injunctions as well as disgorgement of ill-gotten gains plus interest, penalties, and other relief., The SECs investigation was conducted by Thomas Eme and Ellen Chen of the SECs San Francisco office and supervised by Steven Buchholz.  The litigation will be led by Andrew Hefty and Susan LaMarca.  The SEC appreciates the assistance of the U.S. Citizenship and Immigration Services, which administers the EB-5 program., <img alt= border=0 height=9 src=/images/arrowright_dkblue.gif width=10/><a href=/litigation/complaints/2017/comp-pr2017-17.pdf>SEC Complaint</a>,  , <i>http://www.sec.gov/litigation/litreleases/2017/lr23721.htm</i><br/>]"
23722,2017,Stock Promoters Charged with Market Manipulation Settle SEC Action,"[On December 30, 2016 and January 17, 2017, the Honorable Sterling Johnson, Jr., U.S. District Judge for the Eastern District of New York, entered final judgments against Cort Poyner and Mohammad Dolah, both defendants in an SEC action alleging that they engaged in a fraudulent broker bribery scheme designed to manipulate the market for the common stocks of Resource Group International, Inc. and Gold Rock Resources Inc., The judgments permanently enjoin Poyner and Dolan from violating Section 17(a) of the Securities Act of 1933, Section 10(b) of the Securities Exchange Act of 1934 and Rule 10b-5 thereunder and impose penny stock bars on each defendant., For further information, see Litigation Release No. <a href=https://www.sec.gov/litigation/litreleases/2013/lr22771.htm>22771</a> (August 6, 2013).,  , <i>http://www.sec.gov/litigation/litreleases/2017/lr23722.htm</i><br/>]"
23723,2017,Court Enters Final Judgment Against Defendants in Prime Bank Offering Fraud,"[On January 13, 2017, the Honorable Patrick J. Schiltz of the U.S. District Court for the District of Minnesota entered a final judgment against Minnesota resident James M. Louks and his company, FiberPoP Solutions, Inc. Louks and FiberPoP are defendants in an SEC civil enforcement action who were charged with raising money from investors under false pretenses while failing to produce the promised returns until the SECs emergency action stopped them from doing so., In September 2015, the SEC <a href=https://www.sec.gov/news/pressrelease/2015-176.html>announced fraud charges</a> and an emergency order to halt Louks and FiberPop from continuing to raise money from investors. In its complaint, the SEC alleged that Louks and FiberPoP, since 2003, defrauded approximately 100 investors by promising them massive returns, while actually spending the investors funds on various schemes, which the SEC alleged typically bore the hallmarks of prime bank schemes. Prime bank schemes lure investors to participate in a sham international investing opportunity with phony promises of exclusivity and enormous profits., On September 2, 2015, the court entered a temporary restraining order barring Louks and FiberPoP from, among other things, soliciting or accepting any monies from actual or prospective investors. On November 4, 2015, the court permanently enjoined Louks and FiberPoP from violating Section 17(a) of the Exchange Act of 1933, Section 10(b) of the Securities Exchange Act of 1934, and Rule 10b-5 promulgated thereunder, and from soliciting or accepting any monies from actual or prospective investors. Since that time, Louks and FiberPoP were held in civil contempt on three separate occasions for violating the Courts orders. In March 2016, Louks and FiberPoP were held in contempt for soliciting and accepting at least $590,000 from investors after the Courts September 2015 restraining order. In June 2016, Louks and FiberPoP were again found in contempt for soliciting and accepting another $42,000 from investors after the Courts November 2015 permanent injunction. In September 2016, Louks was held in contempt for violating a court order which required him to submit a sworn affidavit regarding his compliance with the June 2016 order. Louks was incarcerated for eleven days before curing the contempt., The final judgment orders Louks and FiberPoP to pay, jointly and severally, $7,679,578.72 in disgorgement and prejudgment interest., For more information, see Press Release No. <a href=https://www.sec.gov/news/pressrelease/2015-176.html>2015-176</a> (Sept. 2, 2015) and Litigation Releases No. <a href=https://www.sec.gov/litigation/litreleases/2015/lr23402.htm>23402</a> (Nov. 9, 2015) and No. <a href=https://www.sec.gov/litigation/litreleases/2016/lr23500.htm>23500</a> (Mar. 25, 2016). For more information regarding the dangers of prime bank schemes and tips on how to avoid them, see the information on <a href=http://www.investor.gov/investing-basics/avoiding-fraud/types-fraud/prime-bank-investments>Prime Bank investments</a> on Investor.gov.,  , <i>http://www.sec.gov/litigation/litreleases/2017/lr23723.htm</i><br/>]"
23724,2017,"In the Matter of George N. Krinos et al., Administrative Procedural File No. 3-16202","[On January 12, 2017, a Boardman, Ohio man, who was a respondent in an earlier SEC enforcement action, pleaded guilty to charges filed by the U.S. Attorneys Office for the Northern District of Ohio alleging that he defrauded investors out of nearly $1.2 million and committed related criminal tax violations., On January 3, 2017, the U.S. Attorneys Office filed a two-count criminal information against George N. Krinos, alleging that he engaged in a securities fraud scheme and willfully failed to collect and pay payroll taxes for his employees. The criminal information alleged, among other things, that from 2011 through 2014, Krinos, through his various companies known as Krinos Holdings, sold unregistered securities to at least 10 investors on the pretense that the funds would be used for legitimate business purposes, including to provide venture capital to various client companies seeking funding from Krinos Holdings. The information alleged that Krinos instead used the investors money for personal expenses and unauthorized foreign currency transactions., The charges in the criminal information arise from similar conduct alleged in a related SEC enforcement action. On October 16, 2014, in an administrative proceeding, the SEC charged Krinos, Krinos Holdings, and Fordgate Acquisition Corp. with violations of the federal securities laws. The SECs Division of Enforcement alleged that, among other things, from January 2012, through at least November 2013, Krinos, through Krinos Holdings, raised approximately $1 million from at least 18 investors through the unregistered sale of common stock and secured convertible debenture notes. The Division alleged that throughout this period, Krinos made materially false and misleading representations to investors about the use of investor funds and Krinos Holdings business operations and prospects.  The Division also alleged that Fordgate Acquisition Corp., a public shell company Krinos acquired, failed to make required filings with the SEC. The Order alleged that Krinos and Krinos Holdings willfully violated Section 17(a) of the Securities Act of 1933, Section 10(b) of the Securities Exchange Act of 1934 and Rule 10b-5 thereunder, that Krinos willfully violated Sections 206(1), 206(2), and 207 of the Investment Advisers Act of 1940 and aided and abetted and caused violations of Section 203A of the Advisers Act, and Fordgate violated Section 13(a) of the Exchange Act and Rules 13a-1 and 13a-3 thereunder., On December 21, 2015, Chief Administrative Law Judge Brenda P. Murray issued an <a href=https://www.sec.gov/alj/aljdec/2015/id929bpm.pdf>Initial Decision on Default</a> against Krinos, Krinos Holdings, and Fordgate, in which she imposed a cease-and-desist order and an industry bar on Krinos and ordered him to pay more than $1.4 million in disgorgement, prejudgment interest and a civil penalty. The initial decision <a href=https://www.sec.gov/litigation/admin/2016/33-10033.pdf>became final</a> on February 3, 2016., For further information, see <a href=https://www.sec.gov/litigation/admin/2014/33-9665.pdf>Securities Act Release No. 9665 (Oct. 16, 2014)</a>, <a href=https://www.sec.gov/alj/aljdec/2015/id929bpm.pdf>Initial Decision Release No. 929 (Dec. 21, 2015)</a>, <a href=https://www.sec.gov/litigation/admin/2016/33-10033.pdf>Securities Act Release No. 10033 (Feb. 3, 2016)</a>.,  , <i>http://www.sec.gov/litigation/litreleases/2017/lr23724.htm</i><br/>]"
