lt_no,yr,title,lt
22901,2014,"[<h3>District Court Finds Eric Aronson Liable for Operating a Ponzi Scheme, Issues Permanent Injunctions Against Remaining Individual Defendants and Grants Other Relief</h3>]","[The Securities and Exchange Commission today announced that U.S. District Court Judge Jed S. Rakoff has ruled that Defendant Eric Aronson violated the antifraud and other provisions of the federal securities laws. In addition, the Court entered orders of permanent injunctions against Defendants Vincent Buonauro and Fredric Aaron and further imposed officer and director and penny stock bars against Aaron. Furthermore, the Court ordered Aronsons wife, Relief Defendant Caroline Aronson, to disgorge the ill-gotten gains she received from her husband., The Commissions Complaint, filed in October 2011, alleged that, from 2006 to 2010, PermaPave Industries and its affiliates raised more than $26 million from the sale of promissory notes and use of funds agreements to over 140 investors. Eric Aronson, Vincent Buonauro and others told investors that there was a tremendous demand for the product - permeable paving stones - and that investors would be repaid from the profits generated by guaranteed product sales. In reality, there was little demand for the product, and defendants used investors money to make interest and profit payments to earlier investors and to fund managements lavish lifestyles. In addition, shortly after an affiliate of PermaPave Industries acquired a majority stake in Interlink-US-Network, Ltd., Eric Aronson, Fredric Aaron - who was the attorney for Eric Aronson and the entity defendants - and others issued a press release stating that a company that had never heard of Interlink intended to invest $6 million in Interlink., On August 6, 2013, the Court granted in part the Commissions motion for summary judgment. Finding that the Commission proved an almost endless fraud with evidence that Eric Aronson and others raised millions from investors, misappropriated the funds raised, and then converted the investments several times over to delay and ultimately avoid repayment, the Court ruled that Eric Aronson, age 45 and resident of Syosset, New York, violated Sections 5 and 17(a) of the Securities Act of 1933 and Sections 10(b) and 15(a) of the Securities Exchange Act of 1934 and Rule 10b-5 thereunder. Subsequently, on December 11, 2013, the Court granted the Commissions motion for reconsideration of the Courts summary judgment order and ruled that Eric Aronson also violated Section 20(e) of the Exchange Act by aiding and abetting Interlinks violations of Exchange Act Sections 10(b) and 13(a) and Rules 10b-5, 12b-20 and 13a-11. Relief for these violations will be determined at a later date., The Court also granted summary judgment on the Commissions claim for disgorgement against Caroline Aronson, age 43 and resident of Syosset, New York. On December 23, 2013, the Court issued a final judgment ordering Caroline Aronson to pay the full disgorgement amount sought, $296,262., Also on December 23, 2013, the Court issued judgments as to Vincent Buonauro, age 42 and resident of West Islip, New York, and Fredric Aaron, age 49 and resident of Plainview, New York. Vincent Buonauro agreed to consent to the judgment as to him, which enjoins him from violating Securities Act Sections 5 and 17(a) and Exchange Act Sections 10(b) and 15(a) and Rule 10b-5. Fredric Aaron also agreed to consent to the judgment as to him, which enjoins him from violating Exchange Act Section 10(b) and Rule 10b-5 and from aiding and abetting violations of Exchange Act Section 13(a) and Rules 12b-20 and 13a-11. The judgment as to Fredric Aaron also imposes five year officer and director and penny stock bars. The Commissions claims for monetary relief against Vincent Buonauro and Fredric Aaron will be determined at a later date., The Commissions civil action also continues against Relief Defendant Deborah Buonauro. The Court previously issued final judgments against all entity defendants and entity relief defendants on January 19, 2012 and against Defendant Robert Kondratick on October 17, 2012.,  , <i>http://www.sec.gov/litigation/litreleases/2014/lr22901.htm</i><br/>]"
22903,2014,"[<h3>District Court Enters Default Judgment Against Defendant Claudio Osorio, Judgment of Permanent Injunction Against Defendant Innovida Holdings LLC., Judgment of Permanent Injunction and Other Relief Against Defendant Craig Toll and Order Dismissing Case</h3>]","[The Commission announced that on November 26, 2013, the United States District Court for the Southern District of Florida entered a Judgment of Permanent Injunction by consent, against Defendant Craig Toll, enjoining him from violations of Section 10(b) and Rule 10b-5 of the Securities Exchange Act of 1934 (“Exchange Act”) and Section 17(a) of the Securities Act of 1933 (“Securities Act”).  District Judge Joan A. Lenard additionally ordered the Defendant’s disgorgement, pre-judgment interest and civil penalty, be dismissed as Toll was convicted in a parallel criminal case, sentenced to four years in prison, and ordered to pay restitution.  , The Court previously had entered by default a permanent injunction against Defendant Claudio Osorio, enjoining him from violations of the same securities laws.  The Court also barred Osorio and Toll from serving as officers or directors of public companies.  On November 22, 2013, the Commission dismissed its civil penalty and disgorgement claims against Osorio because of his prison sentence and restitution order in the parallel criminal case. , The same day, the Court dismissed disgorgement and civil penalty claims against Defendant InnoVida Holdings because it is under the control of a bankruptcy trustee.  The Court previously entered a judgment of permanent injunction against InnoVida by Consent., The Commission commenced this action by filing its Complaint on December 7, 2012, against InnoVida, Osorio, and Toll.  The Complaint alleges violations of the antifraud provisions of the federal securities laws.  , For more information on earlier actions in this case, see <a href=/litigation/litreleases/2012/lr22563.htm>Litigation Release No. 22563</a> (Dec. 7, 2012) and <a href=/litigation/litreleases/2013/lr22689.htm>Litigation Release No. 22689</a> (Apr. 26, 2013).,  , <i>http://www.sec.gov/litigation/litreleases/2014/lr22903.htm</i><br/>]"
22904,2014,"[<h3>Court Enters Final Judgment Against Officer, Broker and Relief Defendant Broker-Dealer in Settlement of Insider Trading Charges</h3>]","[The Securities and Exchange Commission announced today that, pursuant to settlement agreements, the Honorable Thomas L. Ludington of the United States District Court for the Eastern District of Michigan entered final judgments on January 13, 2014 against defendants Mack D. Murrell and Charles W. Adams, and relief defendant Raymond James Financial Services, Inc. (Raymond James) in the SECs insider trading case, <em>SEC v. Mack D. Murrell, et al.</em>, Civil Action No. 2:13-cv-12856 (E.D. Mich.). The final judgments permanently enjoin Murrell and Adams from violations of Section 10(b) of the Securities Exchange Act of 1934 and Rule 10b-5 thereunder. Murrell was ordered to pay a civil penalty in the amount of $367,250 and is prohibited from acting as an officer or director of a publicly traded company. Adams was ordered to disgorge $64,450, plus prejudgment interest of $13,285, and to pay a civil penalty in the amount of $107,046.Raymo Jndames was ordered to disgorge $373,497 plus prejudgment interest of $8,692. Without admitting or denying the SECs allegations, Murrell, Adams, and Raymond James consented to the entry of the final judgments.,  The SEC charged Murrell, who was the Vice President of Information Systems for The Dow Chemical Company (Dow), with unlawfully tipping material, non-public information to his long-time friend, David A. Teekell, in advance of Dows July 10, 2008 announcement of its acquisition of Rohm &amp; Haas Co. The SEC also charged Teekell and Adams, Teekells broker at Raymond James, with trading on the confidential information. Teekell previously settled the SECs charges.Raymond James was charged as a relief defendant because profits from certain trades by Teekell were held in its firm account. ,  The SECs litigation was conducted by John V. Donnelly III and G. Jeffrey Boujoukos of the Philadelphia Regional Office. The SECs investigation was conducted by enforcement staff Kingdon Kase and Suzanne C. Abt. , For further information, see Litigation Release No. <a href=/litigation/litreleases/2013/lr22738.htm target=_blank>22738</a> (July 1, 2013). ,  , <i>http://www.sec.gov/litigation/litreleases/2014/lr22904.htm</i><br/>]"
22905,2014,[<h3>Former Stockbroker Ordered to Pay $5.6 Million for Insider Trader in Burger King Stock</h3>],"[The Securities and Exchange Commission obtained a final judgment against a former registered representative who misappropriated material nonpublic information from his customer and used it to trade Burger King Holding, Inc.s (Burger King) securities and tip others before the companys September 2, 2010 announcement that it was being acquired by a New York private equity firm., On January 7, 2014, the SEC obtained a final judgment against Waldyr Da Silva Prado Neto (Prado), a citizen of Brazil formerly employed by Wells Fargo Advisors, LLC in Miami. Prado learned about the impending acquisition from one of his customers who invested in a fund managed by the private equity firm that was used to acquire Burger King. Prado misused the confidential information to illegally trade in Burger King securities for $175,000 in illicit profits, and he tipped others living in Brazil and elsewhere.<br/><br/>     The final judgment entered by the U.S. District Court for the Southern District of New York on the SECs motion for a default judgment, permanently enjoins Prado from violating Sections 10(b) and 14(e) of the Securities Exchange Act of 1934 and Rules 10b-5 and 14e-3 thereunder. The judgment orders Prado to disgorge $397,110 in ill-gotten gains from the illegal Burger King trading plus prejudgment interest of $41,622. Prado is also ordered to pay $5,195,500 in penalties. , For further information see Litigation Release Nos. <a href=/litigation/litreleases/2012/lr22486.htm target=_blank>22486</a> (Sept. 21, 2012) and 22554 (Nov. 30, 2012).,  , <i>http://www.sec.gov/litigation/litreleases/2014/lr22905.htm</i><br/>]"
22906,2014,[<h3>SEC Charges Former Senior Executives of Public Company Subsidiary with Falsifying Financial Records and Circumventing Internal Controls</h3>],"[The Securities and Exchange Commission announced that on January 14, 2014, the Commission filed a civil injunctive action in federal district court Milwaukee, Wisconsin, charging Christopher Hohol (“Hohol”) and Brian Poshak (“Poshak”), formerly the senior vice president for operations and the  controller, respectively, of Veolia Special Services (“Special Services”), a fourth-tier United States subsidiary of Veolia Environnement S.A. (“Veolia”), a multinational utilities and environmental services company, with falsifying books, records, and accounts and circumventing internal controls in order to overstate Special Services’ earnings before taxes (“EBT”) over a period of at least three years.  , The Commission’s complaint alleges that beginning no later than January 2008 and continuing through February 2011, Hohol, who was the most senior executive at Special Services, and Poshak, among other things, made and caused others to make false accounting entries in Special Services’ general ledger, including entries for fictitious revenue accruals, and entries that improperly reclassified expenses as inventory and improperly reclassified expenses (such as rental equipment, including industrial tools and diving gear) as prepaid assets, in order to artificially increase Special Services’ monthly EBT to meet internal financial performance projections and create the false appearance that Special Services consistently was profitable.  The complaint further alleges that both Hohol and Poshak signed monthly certifications falsely verifying the accuracy of Special Services’ financial information and efficacy of Special Services’ internal controls.  The complaint also alleges that Poshak forged invoices and other documents to support the false accounting entries and to conceal the scheme.  According to the complaint, as a result of Hohol’s and Poshak’s misconduct, Special Services overstated its EBT by a total of approximately $64 million.  The complaint also alleges that, as a result of their misconduct, Hohol and Poshak received $136,000 and $28,000, respectively, in ill-gotten bonus payments that were triggered by the inflated financial performance of Special Services.  The complaint further alleges that the false financial information provided by Special Services was reported up through several intermediate subsidiaries and, ultimately, was consolidated into the parent company’s publicly disclosed financial statements, which were filed with and furnished to the Commission.  , The complaint charges Hohol and Poshak with violating Section 13(b)(5) of the Securities Exchange Act of 1934 (“Exchange Act”) and Rule 13b2-1 thereunder, and aiding and abetting Veolia’s violations of Section 13(b)(2)(A) of the Exchange Act.  , Without admitting or denying the allegations in the complaint, Hohol and Poshak have consented to the entry of final judgments that permanently enjoin them from violating Exchange Act Section 13(b)(5) and Rule 13b2-1 thereunder, and aiding and abetting violations of Exchange Act Section 13(b)(2)(A).  Hohol also has agreed to disgorge $106,000, and Poshak has agreed to disgorge $28,000, together with prejudgment interest in the amount of $3,500.  The settlements, which are subject to court approval, take into account Hohols and Poshak’s current financial condition.,  , <i>http://www.sec.gov/litigation/litreleases/2014/lr22906.htm</i><br/>]"
22907,2014,[<h3>Subject of SEC Investigation Held in Contempt of Court and Arrested for Failing to Comply with Subpoenas</h3>],"[The Securities and Exchange Commission today announced that a Staten Island man who is the subject of an agency investigation has been held in contempt of court and arrested for failing to comply with subpoenas requiring him to produce documents and give testimony., The SEC filed a subpoena enforcement action in federal court in Manhattan on Nov. 4, 2013, against Anthony Coronati, the founder of a business known as Bidtoask.com, which has an office in Staten Island.  According to court documents, entities controlled by Coronati solicited investments relating to the securities of sought-after private companies such as Facebook that investors hoped would later hold initial public offerings.  The SEC is investigating, among other things, whether Coronati commingled investor funds with other money in an account he controlled and used it to pay personal expenses.  Despite two SEC investigative subpoenas in 2013, Coronati has neither produced documents nor appeared for testimony., A court order issued on Nov. 7, 2013, required Coronati to comply with the SEC subpoenas.  A court order issued on Jan. 17, 2014, found Coronati in civil contempt for ignoring the prior court order.  The contempt order requires Coronati, who repeatedly attempted to evade service, to pay $4,812 to the SEC to reimburse the agency for its costs of serving him with court papers in this proceeding., The U.S. Marshals Service arrested Coronati today.  At a hearing held before the Honorable William H. Pauley III, the court ordered Coronati released on $50,000 bond and restricted his travel to the Southern and Eastern Districts of New York.  The court ordered a further hearing on Feb. 6, 2014.  , The SEC’s investigation is continuing., See also: LR <a href=/litigation/litreleases/2013/lr22863.htm>22863</a> (Nov. 5, 2013).,  , <i>http://www.sec.gov/litigation/litreleases/2014/lr22907.htm</i><br/>]"
22908,2014,[<h3 class=bold>What should you do?</h3>],"[<p class=options><a href=/edgar/searchedgar/companysearch.html tabindex=6>Company Filings</a> | <a href=/search/search.htm tabindex=7>More Search Options</a>, Were sorry, but the page youre looking for might have been removed, had its name changed, or is temporarily unavailable., To report a broken link, please email <a href=mailto:webmaster@sec.gov?subject=Broken link:%20>webmaster@sec.gov</a>.                                        <br/>We regret any inconvenience, and we thank you for your interest in the SEC website. , <p class=italic text-right row id=ssi-modified>Modified: Sept. 11, 2015, <p class=title data-section-title=><a href=/index.htm>U.S. Securities and Exchange Commission</a>, <p class=title data-section-title=><a href=/News/Page/Landing/Page/1356125649504>Newsroom</a>, <p class=title data-section-title=><a href=#> RSS Feeds</a>, <p class=title data-section-title=><a href=#> Social Media</a>, <p class=options><a href=/edgar/searchedgar/companysearch.html>Company Filings</a> | <a href=/search/search.htm>More Search Options</a>]"
22909,2014,[<h3>Massachusetts Resident Steven Palladino Sentenced to 10-12 Years in Prison for Role in Multi-Million Dollar Ponzi Scheme</h3>],"[The Securities and Exchange Commission announced today that, on January 21, 2014, a Massachusetts state court judge sentenced Massachusetts resident Steven Palladino to a prison term in a criminal action filed by the Suffolk County (Massachusetts) District Attorney.  The criminal action against Palladino and his company, Massachusetts-based Viking Financial Group, Inc., was initially filed in March 2013 and involves the same conduct alleged in a civil securities fraud action brought by the Commission in April 2013.  Suffolk Superior Court Judge Janet Sanders sentenced Palladino, of West Roxbury, Massachusetts, to serve a prison term of 10-12 years, followed by a probationary period of five years, and to pay restitution to victims, for crimes that he committed in connection with a Ponzi scheme perpetrated through Viking.  At the same hearing, Palladino pled guilty to criminal charges that included conspiracy, being an open and notorious thief, larceny, and larceny from elderly person(s).  Viking also pled guilty to related charges and was sentenced to a probationary period of five years and ordered to pay restitution to victims.  The Court set a further hearing for March 7, 2014 to determine, among other things, the amount of restitution to be paid to victims., The Commission previously filed an emergency action against Viking and Palladino (collectively, “Defendants”) in federal district court in Massachusetts.  In its complaint, the Commission alleged that, since April 2011, Defendants misrepresented to at least 33 investors that their funds would be used to conduct the business of Viking – which was purportedly to make short-term, high interest loans to those unable to obtain traditional financing.  The Commission also alleged that Palladino misrepresented to investors that the loans made by Viking would be secured by first interest liens on non-primary residence properties and that investors would be repaid their principal, plus monthly interest at rates generally ranging from 7-15%, from payments that borrowers made on loans.  The complaint alleged that, in truth, Defendants made very few real loans to borrowers, and instead used investors’ funds largely to pay earlier investors and to pay for the Palladino family’s substantial personal expenses, including cash withdrawals, gambling debts, vacations, luxury vehicles and tuition., The Commission first filed this action on April 30, 2013, seeking a temporary restraining order, asset freeze, and other emergency relief – which the Court granted.  On May 15, 2013, the Court also issued an escrow order, which ordered Defendants to deposit all funds and assets in their possession into an escrow account.  The asset freeze and escrow order have remained in effect at all times since April 30, 2013 and May 15, 2013, respectively.  On July 15, 2013, the Court held that Defendants’ conduct violated Section 10(b) of the Securities Exchange Act of 1934 and Rule 10b-5 thereunder and Section 17(a) of the Securities Act of 1933.  On November 18, 2013, the Court entered orders that enjoined Defendants from further violations of the antifraud provisions of the securities laws and ordered them to pay disgorgement of $9,701,738, plus prejudgment interest of $122,370., On September 4, 2013, the Commission filed a motion for contempt against Palladino for violations of the asset freeze and the escrow order.  The motion alleged that Palladino violated the asset freeze by transferring three vehicles that he owned (solely or jointly with his wife) into his wife’s name and using the vehicles as collateral for new loans – effectively cashing out the equity in these vehicles.  The motion also alleged that Palladino violated the escrow order by failing to deposit all cash in his possession into the escrow account.  On November 15, 2013, the Court held Palladino in contempt and ordered that he restore ownership of the vehicles that he had transferred into his wife’s name.  Subsequently, Palladino restored ownership of two of the vehicles but has failed to restore ownership of one vehicle.  As a result, the Court refused to dismiss the contempt finding against him at hearings on December 3, 2013 and January 17, 2014.  The Court has set a further hearing date of February 20, 2014 to address, among other things, whether Palladino remains in contempt. , The Commission acknowledges the continued assistance of Suffolk County (Massachusetts) District Attorney Daniel F. Conley’s Office, whose office referred Palladino’s and Viking’s conduct to the Commission.,  , <i>http://www.sec.gov/litigation/litreleases/2014/lr22909.htm</i><br/>]"
22910,2014,[<h3>Former Executive of Massachusetts-Based Company Sentenced in Insider Trading Case</h3>],"[The Commission announced today that, on January 21, 2014, Joseph M. Tocci, was sentenced for insider trading in the securities of Massachusetts-based American Superconductor Corporation.  The criminal charges against Tocci arose out of the same conduct for which the Commission filed a securities fraud action against Tocci in 2013.  Tocci pled guilty to the charges of insider trading on August 29, 2013., According to the criminal information filed on August 12, 2013, Tocci, a former assistant treasurer of American Superconductor, learned in a call on or about March 31, 2011 with American Superconductor’s chief financial officer that the company’s primary customer, Sinovel Wind Group Co. Ltd., would not make past due payments and would not accept shipments scheduled for the end of the quarter on March 31, 2011.  The criminal information further stated that following the call and discussions with other members of the finance staff, Tocci knew that American Superconductor’s actual financial results for fiscal year 2010 (ended March 31, 2011) would likely be well below analysts’ expectations for the company.  According to the information, Tocci knew that he was not allowed to trade in American Superconductor shares based on material, nonpublic information about the company.  However, on April 1, 2011, while in possession of material, nonpublic information concerning Sinovel, he purchased 100 American Superconductor put option contracts.  In the context of stock transactions, a “put option” is the right to sell a particular stock at a certain price (the “strike price”) by a certain date (“expiration date”).  For the put options that Tocci purchased, if American Superconductor’s stock price declined significantly before May 21, 2011, Tocci stood to profit from the put option contracts.  On April 5, 2011, American Superconductor made a public announcement that Sinovel had refused to accept scheduled shipments and that the company expected Sinovel to reduce its level of inventory before accepting further shipments and that American Superconductor expected its revenues for the fourth quarter and/or fiscal year 2010 (ended March 31, 2011), and its expected earnings, to be substantially below prior forecasts.  On April 6, 2011, American Superconductor’s stock price dropped 42%, closing at $14.47 per share.  Tocci sold his put options for $95,092.37, earning a profit of approximately $82,440.  Tocci was sentenced to one year probation, a $100 fine, and was required to continue to pay disgorgement, prejudgment interest, and civil penalties he previously agreed to with the Commission., In a parallel Complaint filed on August 12, 2013, in the U.S. District Court for the District of Massachusetts in Boston, the SEC alleges that Tocci, age 59, of Belmont, Massachusetts, used confidential information he obtained as the assistant treasurer of American Superconductor to purchase option contracts through which Tocci essentially bet that the company’s stock price would soon decrease on the release of negative news.  Tocci agreed to settle this case by consenting to a judgment enjoining him from future violations of Section 10(b) of the Securities Exchange Act of 1934 and Rule 10b-5 thereunder, and ordering him to pay disgorgement of $82,439 (representing his ill-gotten gains) plus prejudgment interest of $6,109 and a civil penalty of $82,439.  , The SEC’s investigation was conducted by Asita Obeyesekere, Michael Foster, and Kevin Kelcourse in the SEC’s Boston Regional Office.  The Commission acknowledges the assistance and cooperation of the U.S. Attorney’s Office for the District of Massachusetts and the Federal Bureau of Investigation’s Boston Field Office.  The Commission also thanks the Options Regulatory Surveillance Authority and the Financial Industry Regulatory Authority for their assistance., For more information see Litigation Release No. <a href=/litigation/litreleases/2013/lr22775.htm>22775</a> (August 12, 2013). ,  , <i>http://www.sec.gov/litigation/litreleases/2014/lr22910.htm</i><br/>]"
22911,2014,"[<h3>SEC, Joined by Deloitte China, Files a Motion to Dismiss Without Prejudice the Subpoena Enforcement Action</h3>]","[The Securities and Exchange Commission today filed a joint motion with Deloitte Touche Tohmatsu CPA Ltd. (“DTTC”) to dismiss without prejudice the subpoena enforcement action that the SEC filed against DTTC in September 2011. Dismissal of the proceeding, as proposed by the parties, is subject to the approval of the district court. , The SEC initiated the subpoena enforcement action to compel DTTC to produce audit workpapers and other documents responsive to an administrative subpoena issued in connection with the SEC’s investigation into possible fraud by DTTC’s former audit client, China-based Longtop Financial Technologies Limited, a foreign private issuer whose securities were registered with the Commission and traded on U.S. markets. DTTC had argued that it was prohibited under Chinese law from producing the requested documents, which are located in China, to the SEC., The SEC recently received a substantial volume of documents called for by its subpoena, including DTTC audit workpapers and certain other documents related to Longtop. The production was made by the China Securities Regulatory Commission (“CSRC”) in response to the SEC’s request for assistance in August 2012. The CSRC produced the documents to the SEC after obtaining them from DTTC. <br/><br/>     In light of the substantial volume of documents produced, the cooperation that the CSRC recently has provided to the SEC with respect to Longtop, and DTTC’s statement that it will continue to cooperate with respect to CSRC requests for Longtop-related documents the SEC, at present, does not believe that there is a need for judicial relief with respect to the subpoena. However, it is possible that the SEC may later determine that it needs the Court’s assistance and accordingly, the SEC, joined by DTTC, is requesting an order dismissing the proceeding without prejudice., For additional information, see Litigation Release No. <a href=/litigation/litreleases/2011/lr22088.htm>22088</a> / September 8, 2011 and SEA Release No. <a href=/litigation/admin/2011/34-65948.pdf>65948</a> / December 14, 2011.       <!-- End text --><!--Complaint --><!-- <img src=/images/arrowright_dkblue.gif width=10 height=9 alt= border=0>    <a href=/litigation/complaints/xxxx/compxxxxx.pdf>SEC Complaint</a>-->,  , <i>http://www.sec.gov/litigation/litreleases/2014/lr22911.htm</i><br/>]"
